x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,label
0.7868624925613403,0.6585373878479004,0.47294387221336365,0.35805636644363403,0.34090688824653625,0.40922918915748596,0.33076006174087524,0.4322456419467926,0.47136518359184265,0.4624016284942627,0.3759637773036957,0.5037583112716675,0.5454357266426086,0.5442579984664917,0.4637939929962158,0.5737951397895813,0.6113978028297424,0.6490921378135681,0.5812389254570007,0.643714964389801,0.673836350440979,0.5783407688140869,0.6507987976074219,0.6523228883743286,0.601987361907959,0.5004048943519592,0.47167137265205383,0.46183890104293823,0.5327039957046509,0.5462101697921753,0.3886479437351227,0.3770035207271576,0.48440614342689514,0.4788348078727722,0.3179875612258911,0.2931409478187561,0.4099594056606293,0.41301119327545166,0.25782310962677,0.24305275082588196,0.3367847800254822,0.35098373889923096,rock
0.6813202500343323,0.5258462429046631,0.3319478929042816,0.1904136836528778,0.17486336827278137,0.26637691259384155,0.15104927122592926,0.2690734267234802,0.3196081221103668,0.3220749795436859,0.20884212851524353,0.3439968526363373,0.38230109214782715,0.3964443504810333,0.2874261736869812,0.40746068954467773,0.4467970132827759,0.4894128441810608,0.3984813690185547,0.46559667587280273,0.5008023977279663,0.5758252739906311,0.6505540609359741,0.6605457663536072,0.6171906590461731,0.504671573638916,0.47484248876571655,0.4490309953689575,0.530247688293457,0.5365701913833618,0.39461851119995117,0.37886419892311096,0.48425930738449097,0.4771905541419983,0.3249775767326355,0.3042230010032654,0.4152953326702118,0.41100963950157166,0.2645474672317505,0.25363796949386597,0.34592002630233765,0.35477328300476074,rock
0.7726680636405945,0.6519377827644348,0.49503642320632935,0.33368808031082153,0.2158544659614563,0.47170814871788025,0.26481688022613525,0.32783177495002747,0.398966908454895,0.4850618243217468,0.28017887473106384,0.3616187572479248,0.42205750942230225,0.5020058751106262,0.3142511248588562,0.401239275932312,0.4620593786239624,0.5312622785568237,0.39403384923934937,0.4579683244228363,0.5172908902168274,0.4970385432243347,0.48852893710136414,0.4569883346557617,0.47262945771217346,0.5058499574661255,0.2160247266292572,0.42166632413864136,0.4878300428390503,0.4569290280342102,0.21524080634117126,0.45750799775123596,0.5070157647132874,0.47127121686935425,0.26012733578681946,0.48419106006622314,0.5309981107711792,0.5011739134788513,0.330391526222229,0.5097010731697083,0.556735634803772,0.5410694479942322,rock
0.8685380220413208,0.743089497089386,0.5675296783447266,0.39951953291893005,0.30235904455184937,0.5048614144325256,0.26428645849227905,0.32680946588516235,0.3947588801383972,0.5122897028923035,0.2591203451156616,0.32242146134376526,0.3945985436439514,0.519316554069519,0.28133606910705566,0.3449636995792389,0.4163908064365387,0.5262861251831055,0.33959510922431946,0.4003477394580841,0.46904534101486206,0.6386231184005737,0.48710694909095764,0.3822987973690033,0.3724828064441681,0.4381139278411865,0.2344239354133606,0.3693561851978302,0.43275517225265503,0.41628497838974,0.32743126153945923,0.47367364168167114,0.5314944982528687,0.5166869163513184,0.4575468897819519,0.5908877849578857,0.6425381898880005,0.6266598105430603,0.6042352318763733,0.6973273754119873,0.7284778356552124,0.7110567688941956,rock
0.7450898289680481,0.6411304473876953,0.4838712811470032,0.34083542227745056,0.24178963899612427,0.36066770553588867,0.18943274021148682,0.24103376269340515,0.3071516752243042,0.3507637083530426,0.19025002419948578,0.24349798262119293,0.3074171841144562,0.35670170187950134,0.22381801903247833,0.2725658714771271,0.3327707350254059,0.3760550320148468,0.26721662282943726,0.31587493419647217,0.3696579933166504,0.672773003578186,0.5170658826828003,0.4229796528816223,0.3915088176727295,0.4400080442428589,0.4041626453399658,0.46479320526123047,0.4900147318840027,0.47878167033195496,0.531600296497345,0.5784831047058105,0.6005294919013977,0.5934120416641235,0.6646627187728882,0.6954758763313293,0.7050054669380188,0.6962149143218994,0.7907846570014954,0.7923211455345154,0.797431230545044,0.7939996719360352,rock
0.7326027750968933,0.6302370429039001,0.469075471162796,0.32865774631500244,0.24302315711975098,0.3522461950778961,0.17627570033073425,0.23123915493488312,0.2860806882381439,0.34835097193717957,0.17786581814289093,0.2369154542684555,0.2963171601295471,0.35482698678970337,0.200517475605011,0.26525065302848816,0.32570862770080566,0.371753990650177,0.235857293009758,0.2992900609970093,0.36114227771759033,0.5671643018722534,0.4053245186805725,0.31557026505470276,0.31165218353271484,0.3738885223865509,0.2416471689939499,0.35198038816452026,0.39058035612106323,0.373055100440979,0.346371054649353,0.4573728144168854,0.49230146408081055,0.47533226013183594,0.4695050120353699,0.5644305944442749,0.5907529592514038,0.5729197263717651,0.600974440574646,0.6522927284240723,0.6685032844543457,0.6602927446365356,rock
0.7457596063613892,0.6725958585739136,0.5123270750045776,0.354187548160553,0.23641899228096008,0.4489647150039673,0.20224183797836304,0.2644801139831543,0.35031503438949585,0.41855013370513916,0.18169763684272766,0.24575275182724,0.32570207118988037,0.39305487275123596,0.19149050116539001,0.2560271918773651,0.3317345082759857,0.37647223472595215,0.22914448380470276,0.2844308614730835,0.3441851735115051,0.649254560470581,0.4427233934402466,0.27747127413749695,0.18997354805469513,0.2158583104610443,0.31851398944854736,0.30079877376556396,0.3214806318283081,0.3303316533565521,0.4673778712749481,0.4274509847164154,0.44350719451904297,0.4598737359046936,0.6070799231529236,0.5557324290275574,0.5650539398193359,0.5786604285240173,0.7320632338523865,0.6698857545852661,0.6776026487350464,0.6968019008636475,rock
0.9153101444244385,0.8651119470596313,0.7066028118133545,0.5454829931259155,0.4700126647949219,0.7473777532577515,0.432970255613327,0.44297343492507935,0.5278350710868835,0.7302218675613403,0.3869779109954834,0.43122780323028564,0.527834415435791,0.6940141320228577,0.3801429569721222,0.44069114327430725,0.5422587394714355,0.6497774720191956,0.39927372336387634,0.45255711674690247,0.5480133891105652,0.719901442527771,0.5089642405509949,0.31573474407196045,0.21435128152370453,0.19644097983837128,0.28974005579948425,0.23994362354278564,0.3253788352012634,0.36361390352249146,0.4389404058456421,0.3920535445213318,0.456097811460495,0.4751899838447571,0.5853806138038635,0.5310289859771729,0.5782721042633057,0.5899654626846313,0.7239980697631836,0.6569662690162659,0.6821166276931763,0.6977850794792175,rock
0.808918833732605,0.7990803718566895,0.7463027238845825,0.6490268111228943,0.5594711303710938,0.8429482579231262,0.533124566078186,0.4992901086807251,0.5748841762542725,0.8279179334640503,0.4452492892742157,0.4719277024269104,0.5644135475158691,0.7838146686553955,0.4058723449707031,0.449083149433136,0.5392040610313416,0.724513590335846,0.4320363998413086,0.45917797088623047,0.5315472483634949,0.6707117557525635,0.49795109033584595,0.33595311641693115,0.20523317158222198,0.1070338785648346,0.3742654323577881,0.24279998242855072,0.2532320022583008,0.267744779586792,0.5056155920028687,0.3695870637893677,0.3971523344516754,0.40886956453323364,0.6197100877761841,0.5082759261131287,0.5483096241950989,0.5758571624755859,0.7207726240158081,0.6357367038726807,0.656907320022583,0.6821994781494141,rock
0.8014450073242188,0.7468043565750122,0.631464958190918,0.4778776168823242,0.3591157793998718,0.671017587184906,0.3851841390132904,0.37697067856788635,0.4437877833843231,0.6194055080413818,0.2920963764190674,0.32498329877853394,0.39692676067352295,0.5614267587661743,0.2519538402557373,0.2892226576805115,0.36304494738578796,0.4989309310913086,0.2571560740470886,0.2622484564781189,0.3104163110256195,0.8347148895263672,0.6191930174827576,0.4103715121746063,0.3112703561782837,0.2787112593650818,0.5176680088043213,0.357075959444046,0.3793518543243408,0.4297028183937073,0.6731371283531189,0.5075113773345947,0.5212077498435974,0.568554162979126,0.8018403053283691,0.6345188617706299,0.6467466354370117,0.6977798938751221,0.8976520299911499,0.7595572471618652,0.751153290271759,0.7854092717170715,rock
